Matching Affiliation,Institution Guess,doi,url,Article Title,Authors,Year,Journal Title,All Affiliations
"Research Unit for Biodiversity and Conservation Biology, Swiss Federal Research Institute WSL, Zürcherstrasse 111, CH-8903 Birmensdorf, Switzerland; Department of Ecology and Evolutionary Biology, University of California at Los Angeles, 621 Charles E Young Drive South, Los Angeles, California 90095-1606, USA. Email: silke.werth@wsl.ch",,10.1017/S0024282910000125,http://dx.doi.org/10.1017/S0024282910000125,Population genetics of lichen-forming fungi – a review,Silke WERTH,2010,The Lichenologist,"aff1 /// Research Unit for Biodiversity and Conservation Biology ///  /// ,  /// Swiss Federal Research Institute WSL ///  /// ,  /// Zürcherstrasse 111 ///  /// ,  /// CH-8903 Birmensdorf ///  /// ,  /// Switzerland ///  /// ;  /// Department of Ecology and Evolutionary Biology ///  /// ,  /// University of California at Los Angeles ///  /// ,  /// 621 Charles E Young Drive South ///  /// ,  /// Los Angeles ///  /// ,  /// California 90095-1606 ///  /// ,  /// USA ///  /// . Email:  /// silke.werth@wsl.ch /// silke.werth@wsl.ch /// "
"CABI Bioscience Centre, Rue des Grillons 1, CH-2800 Delémont, Switzerland",,10.4039/Ent133147-1,http://dx.doi.org/10.4039/Ent133147-1,"Releases and first recovery of  (Hymenoptera: Ichneumonidae) in North America, a parasitoid of  (Hymenoptera: Tenthredinidae)",C. Vincent /// B. Rancourt /// M. Sarazin /// U. Kuhlmann,2001,The Canadian Entomologist,"aff1 /// Horticultural Research and Development Center ///  /// ,  /// Agriculture and Agri-Food Canada ///  /// ,  /// 430 Gouin Boulevard ///  /// ,  /// Saint-Jean-sur-Richelieu ///  /// ,  /// Quebec ///  /// ,  /// Canada J3B 3E6 ///  /// aff2 /// ECORC ///  /// ,  /// Central Experimental Farm ///  /// ,  /// Agriculture and Agri-Food Canada ///  /// ,  /// 960 Carling Avenue ///  /// ,  /// Ottawa ///  /// ,  /// Ontario ///  /// ,  /// Canada K1A 0C6 ///  /// aff3 /// CABI Bioscience Centre ///  /// ,  /// Rue des Grillons 1 ///  /// ,  /// CH-2800 Delémont ///  /// ,  /// Switzerland /// "
"Geneva Observatory, University of Geneva, Maillettes 51, 1290 Sauverny, Switzerland email: Georges.Meynet@unige.ch",University of Geneva,10.1017/S1743921311010003,http://dx.doi.org/10.1017/S1743921311010003,Discussion – Rapid rotation and mixing in active OB stars,Geraldine J. Peters /// Georges Meynet,2010,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// Space Sciences Center/Department of Physics & Astronomy ///  /// ,  /// University of Southern California ///  /// ,  /// Los Angeles ///  /// ,  /// CA 90089-1341 ///  /// ,  /// USA ///  ///  email:  /// gjpeters@mucen.usc.edu /// gjpeters@mucen.usc.edu ///  /// aff002 /// 2 ///  ///  /// Geneva Observatory ///  /// ,  /// University of Geneva ///  /// ,  /// Maillettes 51 ///  /// ,  /// 1290 Sauverny ///  /// ,  /// Switzerland ///  ///  email:  /// Georges.Meynet@unige.ch /// Georges.Meynet@unige.ch /// "
"Observatoire Astronomique de l'Université de Genève, CH-1290, Sauverny, Switzerland",University of Geneva,10.1017/S1743921308020528,http://dx.doi.org/10.1017/S1743921308020528,Stellar Evolution at Low Metallicity,Raphael Hirschi /// Cristina Chiappini /// Georges Meynet /// André Maeder /// Sylvia Ekström,2007,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// Astrophysics group ///  /// ,  /// Keele University ///  /// ,  /// Lennard-Jones Lab. ///  /// ,  /// Keele ///  /// ,  /// ST5 5BG ///  /// ,  /// UK ///  ///  email:  /// r.hirschi@epsam.keele.ac.uk /// r.hirschi@epsam.keele.ac.uk ///  /// aff002 /// 2 ///  ///  /// Observatoire Astronomique de l'Université de Genève ///  /// ,  /// CH-1290 ///  /// ,  /// Sauverny ///  /// ,  /// Switzerland ///  /// aff003 /// 3 ///  ///  /// Osservatorio Astronomico di Trieste ///  /// ,  /// Via G. B. Tiepolo 11 ///  /// ,  /// I - 34131 Trieste ///  /// ,  /// Italia /// "
"Geneva Observatory, University of Geneva, 51, Ch. des Maillettes, CH-1290 Sauverny, Switzerland email: miroslava.dessauges@obs.unige.ch",University of Geneva,10.1017/S1743921308020826,http://dx.doi.org/10.1017/S1743921308020826,Probing the Interstellar Medium and Stellar Environments of Long-Duration GRBs,Miroslava Dessauges-Zavadsky /// Jason X. Prochaska /// Hsiao-Wen Chen,2007,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// Geneva Observatory ///  /// ,  /// University of Geneva ///  /// ,  /// 51 ///  /// ,  /// Ch. des Maillettes ///  /// ,  /// CH-1290 Sauverny ///  /// ,  /// Switzerland ///  ///  email:  /// miroslava.dessauges@obs.unige.ch /// miroslava.dessauges@obs.unige.ch ///  /// aff002 /// 2 ///  ///  /// UCO/Lick Observatory ///  /// ,  /// University of California ///  /// ,  /// Santa Cruz ///  /// ,  /// CA 95064 ///  /// ,  /// USA ///  ///  email:  /// xavier@ucolick.edu /// xavier@ucolick.edu ///  /// aff003 /// 3 ///  ///  /// Department of Astronomy ///  /// ,  /// University of Chicago ///  /// ,  /// 5640 S. Ellis Ave. ///  /// ,  /// Chicago ///  /// ,  /// IL 60637 ///  /// ,  /// USA ///  ///  email:  /// hchen@oddjob.uchicago.edu /// hchen@oddjob.uchicago.edu /// "
"Geneva Observatory, University of Geneva, ch. des Maillettes 51, 1290 Versoix, Switzerland email: Corinne.Charbonnel@obs.unige.ch",University of Geneva,10.1017/S1743921308022886,http://dx.doi.org/10.1017/S1743921308022886,Thermohaline mixing and fossil magnetic fields in red giant stars,Corinne Charbonnel /// Jean-Paul Zahn,2008,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// Geneva Observatory ///  /// ,  /// University of Geneva ///  /// ,  /// ch. des Maillettes 51 ///  /// ,  /// 1290 Versoix ///  /// ,  /// Switzerland ///  ///  email:  /// Corinne.Charbonnel@obs.unige.ch /// Corinne.Charbonnel@obs.unige.ch ///  /// aff002 /// 2 ///  ///  /// Laboratoire d'Astrophysique de Toulouse-Tarbes ///  /// ,  /// Université de Toulouse ///  /// ,  /// CNRS UMR 5572 ///  /// ,  /// 14 Av. E. Belin ///  /// ,  /// 31400 Toulouse ///  /// ,  /// France ///  /// aff003 /// 3 ///  ///  /// LUTH ///  /// ,  /// Observatoire de Paris ///  /// ,  /// CNRS ///  /// ,  /// Université Paris-Diderot ///  /// ,  /// France ///  ///  email:  /// Jean-Paul.Zahn@obspm.fr /// Jean-Paul.Zahn@obspm.fr /// "
"Geneva Observatory, University of Geneva, ch. des Maillettes 51, 1290 Versoix, Switzerland email: Corinne.Charbonnel@unige.ch",University of Geneva,10.1017/S1743921310004485,http://dx.doi.org/10.1017/S1743921310004485,Light elements as diagnostics on the structure and evolution of low-mass stars,Suzanne Talon /// Corinne Charbonnel,2009,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// RQCHP ///  /// ,  /// Département de physique ///  /// ,  /// Université de Montréal ///  /// ,  /// C.P. 6128 ///  /// ,  /// succ. centre-ville ///  /// ,  /// Montréal ///  /// ,  /// Québec ///  /// ,  /// H3C 3J7 ///  ///  email:  /// suzanne.talon@umontreal.ca /// suzanne.talon@umontreal.ca ///  /// aff002 /// 2 ///  ///  /// Geneva Observatory ///  /// ,  /// University of Geneva ///  /// ,  /// ch. des Maillettes 51 ///  /// ,  /// 1290 Versoix ///  /// ,  /// Switzerland ///  ///  email:  /// Corinne.Charbonnel@unige.ch /// Corinne.Charbonnel@unige.ch ///  /// aff003 /// 3 ///  ///  /// Laboratoire d'Astrophysique de Toulouse-Tarbes ///  /// ,  /// Université de Toulouse ///  /// ,  /// CNRS UMR 5572 ///  /// ,  /// 14 Av. E. Belin ///  /// ,  /// 31400 Toulouse ///  /// ,  /// France /// "
"Observatoire de Genève; Chemin des Maillettes 51, CH-1290 Sauverny, Switzerland",,10.1017/S1743921310001031,http://dx.doi.org/10.1017/S1743921310001031,FEROS Abundance Analysis of 21 Bulgelike SMR Stars,Marina Trevisan /// Beatriz Barbuy /// M. Grenon /// B. Gustafsson /// L. Pompéia,2009,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// Universidade de São Paulo ///  /// ,  /// IAG ///  /// ,  /// Rua do Matão 1226 ///  /// ,  /// São Paulo 05508-900 ///  /// ,  /// Brazil ///  /// aff002 /// 2 ///  ///  /// Observatoire de Genève ///  /// ;  /// Chemin des Maillettes 51 ///  /// ,  /// CH-1290 Sauverny ///  /// ,  /// Switzerland ///  /// aff003 /// 3 ///  ///  /// Dept. of Astronomy & Space Physics ///  /// ,  /// Uppsala University ///  /// ,  /// SE-75120 Uppsala ///  /// ,  /// Sweden ///  /// aff004 /// 4 ///  ///  /// Universidade do Vale do Paraíba ///  /// ,  /// São José dos Campos 12244-000 ///  /// ,  /// Brazil /// "
"Observatoire de Genève, Université de Genève, 51 Chemin des Maillettes, CH-1290 Sauverny, Switzerland",University of Geneva,10.1017/S1743921310000918,http://dx.doi.org/10.1017/S1743921310000918,Sulfur Abundances in Orion B Stars,Simone Daflon /// Katia Cunha /// Ramiro de la Reza /// Jon Holtzman /// Cristina Chiappini,2009,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// Observatório Nacional ///  /// ,  /// Rua General José Cristino 77 ///  /// ,  /// CEP 20921-400 ///  /// ,  /// Rio de Janeiro ///  /// ,  /// Brazil ///  ///  email: /// daflon@on.br /// daflon@on.br ///  /// aff002 /// 2 ///  ///  /// National Optical Astronomy Observatories ///  /// ,  /// 950 N. Cherry Ave. ///  /// ,  /// Tucson ///  /// ,  /// AZ 85719 ///  /// aff003 /// 3 ///  ///  /// New Mexico State University ///  /// ,  /// 1320 Frenger St. ///  /// ,  /// Las Cruces ///  /// ,  /// NM 88003 ///  /// aff004 /// 4 ///  ///  /// Observatoire de Genève ///  /// ,  /// Université de Genève ///  /// ,  /// 51 Chemin des Maillettes ///  /// ,  /// CH-1290 Sauverny ///  /// ,  /// Switzerland /// "
"President of the Foundation for Environmental Conservation; Secretary-General and Editor of the International Conferences on Environmental Future; Founder and Editor of Environmental Conservation; Convener and General Editor of Environmental Monographs and Symposia, 15 Chemin F.-Lehmann, 1218 Grand-Saconnex, Geneva, Switzerland.",,10.1017/S0376892900007992,http://dx.doi.org/10.1017/S0376892900007992,Suggested Actions for the Forthcoming ‘World Decade of The Biosphere’,Nicholas Polunin,1980,Environmental Conservation,"aff1 /// President of the Foundation for Environmental Conservation; Secretary-General and Editor of the International Conferences on Environmental Future; Founder and Editor of Environmental Conservation; Convener and General Editor of Environmental Monographs and Symposia,  /// 15 Chemin F.-Lehmann ///  /// ,  /// 1218 Grand-Saconnex ///  /// ,  /// Geneva ///  /// ,  /// Switzerland ///  /// ."
"Swiss College of Agriculture, Zollikofen, Bern, Switzerland.",,10.1079/RAF2006161,http://dx.doi.org/10.1079/RAF2006161,Soil fertility management for organic rice production in the Lao PDR,W. Roder /// S. Schürmann /// P. Chittanavanh /// K. Sipaseuth /// M. Fernandez,2006,Renewable Agriculture and Food Systems,"aff001 /// 1 ///  ///  /// simple /// CIP/CFC ///  /// ,  /// PO Box 670 ///  /// ,  /// Thimphu ///  /// ,  /// Bhutan ///  /// . /// aff002 /// 2 ///  ///  /// simple /// Swiss College of Agriculture ///  /// ,  /// Zollikofen, Bern ///  /// ,  /// Switzerland ///  /// . /// aff003 /// 3 ///  ///  /// simple /// Project for the Promotion of Organic Farming and Marketing in Lao PDR ///  /// ,  /// Vientiane ///  /// ,  /// Lao PDR ///  /// . /// aff004 /// 4 ///  ///  /// simple /// Project Promotion of Organic Rice from Lao PDR ///  /// ,  /// Vientiane ///  /// ,  /// Lao PDR ///  /// ."
"Institute of Plant Sciences, University of Bern, Altenbergrain 21, CH-3013, Bern, Switzerland",University of Bern,10.1017/S0266467410000076,http://dx.doi.org/10.1017/S0266467410000076,Do fungal pathogens drive density-dependent mortality in established seedlings of two dominant African rain-forest trees?,Julian M. Norghauer /// David M. Newbery /// Leho Tedersoo /// George B. Chuyong,2010,Journal of Tropical Ecology,"aff001 /// * ///  /// Institute of Plant Sciences ///  /// ,  /// University of Bern ///  /// ,  /// Altenbergrain 21 ///  /// ,  /// CH-3013 ///  /// ,  /// Bern ///  /// ,  /// Switzerland ///  /// aff002 /// † ///  /// Institute of Ecology and Earth Sciences ///  /// ,  /// University of Tartu ///  /// ,  /// 40 Lai Street ///  /// ,  /// 51005 Tartu ///  /// ,  /// Estonia ///  /// aff003 /// ‡ ///  /// Department of Plant and Animal Sciences ///  /// ,  /// University of Buea ///  /// ,  /// P.O. Box 63 ///  /// ,  /// Buea ///  /// ,  /// SW Province ///  /// ,  /// Cameroon /// "
"Zeller AG, Herbal Remedies, CH-8490 Romanshorn, Switzerland",,10.1017/S0269727000007612,http://dx.doi.org/10.1017/S0269727000007612,A chemotaxonomic survey of phenolic compounds in Swiss willow species,Beat Meier /// Y. Shao /// R. Julkunen-Tiitto /// A. Bettschart /// O. Sticher,1992,Proceedings of the Royal Society of Edinburgh. Section B. Biological Sciences,"aff1 /// 1 ///  ///  /// Department of Pharmacy ///  /// ,  /// Swiss Federal Institute of Technology (ETH) ///  /// ,  /// Zürich ///  /// ,  /// CH-8092 Zürich ///  /// aff2 /// 2 ///  ///  /// Department of Biology ///  /// ,  /// University of Joensuu ///  /// ,  /// Box 111 ///  /// ,  /// SF-80101 Joensuu ///  /// aff3 /// 3 ///  ///  /// Engel-Apotheke ///  /// ,  /// Ch–8840 Einsiedeln ///  /// aff4 /// 4 ///  ///  /// Zeller AG ///  /// ,  /// Herbal Remedies ///  /// ,  /// CH-8490 Romanshorn ///  /// ,  /// Switzerland /// "
"Pharmaceutical Research Department, F. Hoffmann-LaRoche & Co., Ltd., Basel, Switzerland.",,10.1017/S0952523800005162,http://dx.doi.org/10.1017/S0952523800005162,"Neural elements in the pineal complex of the frog, , II: GABA-immunoreactive neurons and FMRFamide-immunoreactive efferent axons",P. Ekström /// T. östholm /// H. Meissl /// A. Bruun /// J.G. Richards /// H. Möhler,1990,Visual Neuroscience,"aff1 /// Laboratory of Molecular Neuroanatomy ///  /// ,  /// Department of Zoology ///  /// ,  /// University of Lund ///  /// ,  /// Lund ///  /// ,  /// Sweden ///  /// . /// aff2 /// Max-Planck-Institute for Physiological and Clinical Research ///  /// ,  /// W.G. Kerckhoff Institute ///  /// ,  /// Bad Nauhein ///  /// ,  /// FRG ///  /// . /// aff3 /// Department of Ophthalmology ///  /// ,  /// University of Lund ///  /// ,  /// Lund ///  /// ,  /// Sweden ///  /// . /// aff4 /// Pharmaceutical Research Department ///  /// ,  /// F. Hoffmann-LaRoche & Co. ///  /// ,  /// Ltd. ///  /// ,  /// Basel ///  /// ,  /// Switzerland ///  /// ."
"Ecole Polytechnique Federale de Lausanne, CH-1015 Lausanne, Switzerland",EPFL,10.1557/jmr.2006.0396,http://dx.doi.org/10.1557/jmr.2006.0396,Subsolidus phase equilibria in the PbO-poor part of the TiO–PbO–SiO system and its application in low-temperature thick-film dielectrics,Marko Hrovat /// Thomas Maeder /// Caroline Jacq /// Janez Holc /// Janez Bernard,2006,Journal of Materials Research,"aff1 /// Jožef Stefan Institute ///  /// ,  /// Jamova 39 ///  /// ,  /// SI-1000 Ljubljana ///  /// ,  /// Slovenia ///  /// aff2 /// Ecole Polytechnique Federale de Lausanne ///  /// ,  /// CH-1015 Lausanne ///  /// ,  /// Switzerland ///  /// aff3 /// Jožef Stefan Institute ///  /// ,  /// Jamova 39 ///  /// ,  /// SI-1000 Ljubljana ///  /// ,  /// Slovenia ///  /// aff4 /// Slovenian National Building and Civil Engineering Institute ///  /// ,  /// Dimičeva 12 ///  /// ,  /// SI-1000 Ljubljana ///  /// ,  /// Slovenia /// "
"Paläontologisches Institut und Museum, Universität Zürich, Karl-Schmid-Str. 4, CH-8006 Zürich, Switzerland, <chklug@pim.unizh.ch>",University of Zurich,10.1666/0022-3360(2005)079<0356:TLAFGT>2.0.CO;2,http://dx.doi.org/10.1666/0022-3360(2005)079<0356:TLAFGT>2.0.CO;2,"The Lazarus ammonoid family Goniatitidae, the tetrangularly coiled Entogonitidae, and Mississippian biogeography",Dieter Korn /// Christian Klug /// Royal H. Mapes,2005,Journal of Paleontology,"aff1 /// 1 ///  ///  /// Museum für Naturkunde der Humboldt-Universität zu Berlin, Invalidenstraße 43, D-10115 Berlin, Germany, < /// simple /// dieter.korn@museum.hu-berlin.de ///  /// > /// aff2 /// 2 ///  ///  /// Paläontologisches Institut und Museum, Universität Zürich, Karl-Schmid-Str. 4, CH-8006 Zürich, Switzerland, < /// simple /// chklug@pim.unizh.ch ///  /// > /// aff3 /// 3 ///  ///  /// Department of Geological Sciences, Ohio University, Athens 45701, < /// simple /// mapes@ohiou.edu ///  /// >"
"EPFL – Ecole Polytechnique Federale de Lausanne, CH-1015 Lausanne, Switzerland",EPFL,10.1017/S1431927608089228,http://dx.doi.org/10.1017/S1431927608089228,TEM investigation of MoSeC films,C. Silviu Sandu /// Tomas Polcar /// Albano Cavaleiro,2008,Microscopy and Microanalysis,"aff1 /// ICEMS - Mechanical Engineering Department, University of Coimbra ///  /// ,  /// Polo 2, 3030-788 Coimbra ///  /// ,  /// Portugal ///  /// aff2 /// EPFL – Ecole Polytechnique Federale de Lausanne ///  /// ,  /// CH-1015 Lausanne ///  /// ,  /// Switzerland ///  /// aff3 /// Department of Control Engineering, Faculty of Electrical Engineering, Czech Technical University in Prague ///  /// ,  /// Technická 2, Prague 6 ///  /// ,  /// Czech Republic /// "
"EPFL Lausanne, Lausanne, Switzerland",EPFL,10.1017/S1743921308019893,http://dx.doi.org/10.1017/S1743921308019893,Exploiting kinematics and UBVI photometry to establish high fidelity membership of the open cluster Blanco 1,P. A. Cargile /// D. J. James /// I. Platais /// J.-C. Mermilliod /// C. Deliyannis /// A. Steinhauer,2007,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// Department of Physics and Astronomy ///  /// ,  /// Vanderbilt University ///  /// Nashville ///  /// ,  /// TN 37235 ///  /// ,  /// USA ///  ///  email:  /// p.cargile@vanderbilt.edu /// p.cargile@vanderbilt.edu ///  /// aff002 /// 2 ///  ///  /// Johns-Hopkins University ///  /// ,  /// Baltimore ///  /// ,  /// MD ///  /// ,  /// USA ///  /// aff003 /// 3 ///  ///  /// EPFL Lausanne ///  /// ,  /// Lausanne ///  /// ,  /// Switzerland ///  /// aff004 /// 4 ///  ///  /// Universtiy of Indiana ///  /// ,  /// Bloomington ///  /// ,  /// IN ///  /// ,  /// USA ///  /// aff005 /// 5 ///  ///  /// SUNY-Geneseo ///  /// ,  /// Geneseo ///  /// ,  /// NY ///  /// ,  /// USA /// "
