springer id,title,eissn,pissn,number of articles,minYear,maxYear,cardinality,missing years
10510,Archives of Suicide Research,1573-8159,1381-1118,83,1997.0,1999.0,3,0.0
13408,The Journal of Mathematical Neuroscience,2190-8567,,83,2011.0,2016.0,6,0.0
40318,The International Sports Law Journal,2213-5154,1567-7559,82,2013.0,2016.0,4,0.0
40490,New Zealand Journal of Forestry Science,1179-5395,,82,2013.0,2016.0,4,0.0
10829,Journal of Comparative Policy Analysis,1572-5448,1387-6988,81,1998.0,2003.0,6,0.0
13295,e-Neuroforum,1868-856X,,81,2010.0,2015.0,6,0.0
40068,Environmental Systems Research,2193-2697,,81,2012.0,2016.0,5,0.0
40593,International Journal of Artificial Intelligence in Education,1560-4306,1560-4292,81,2013.0,2016.0,4,0.0
40617,Behavior Analysis in Practice,2196-8934,1998-1929,81,2014.0,2015.0,2,0.0
40645,Progress in Earth and Planetary Science,2197-4284,,81,2014.0,2016.0,3,0.0
40808,Modeling Earth Systems and Environment,2363-6211,2363-6203,81,2015.0,2016.0,2,0.0
11000,Mangroves and Salt Marshes,1572-977X,1386-3509,80,1996.0,1999.0,4,0.0
40173,IZA Journal of Labor Policy,2193-9004,,80,2012.0,2016.0,5,0.0
40472,Current Transplantation Reports,2196-3029,,80,2014.0,2015.0,2,0.0
10684,Expert Evidence,1573-9694,0965-3643,78,1997.0,2001.0,5,0.0
13588,Organic and Medicinal Chemistry Letters,2191-2858,,78,2011.0,2014.0,4,0.0
40429,Current Addiction Reports,2196-2952,,78,2014.0,2015.0,2,0.0
11537,Japanese Journal of Mathematics,1861-3624,0289-2316,77,2006.0,2015.0,10,0.0
12394,Identity in the Information Society,1876-0678,,77,2008.0,2010.0,3,0.0
40635,Intensive Care Medicine Experimental,2197-425X,,77,2013.0,2016.0,4,0.0
12213,Journal of Micro-Nano Mechatronics,1865-3936,1865-3928,76,2008.0,2015.0,7,1.0
40309,European Journal of Futures Research,2195-2248,2195-4194,76,2013.0,2017.0,4,1.0
40533,Tijdschrift voor Neuropsychiatrie en Gedragsneurologie,2214-2401,2214-2398,76,2013.0,2016.0,4,0.0
40034,Journal of The Institution of Engineers (India): Series E,2250-2491,2250-2483,75,2012.0,2016.0,5,0.0
10757,International Journal of Crashworthiness,1573-8965,1358-8265,74,2003.0,2004.0,2,0.0
13317,Autoimmunity Highlights,2038-3274,2038-0305,74,2010.0,2016.0,7,0.0
13748,Progress in Artificial Intelligence,2192-6360,2192-6352,74,2012.0,2016.0,5,0.0
40033,Journal of The Institution of Engineers (India): Series D,2250-2130,2250-2122,74,2012.0,2015.0,4,0.0
40345,International Journal of Bipolar Disorders,2194-7511,,74,2013.0,2016.0,4,0.0
10445,Acta Linguistica Hungarica,1588-2624,1216-8076,73,1998.0,2001.0,4,0.0
13137,GEM - International Journal on Geomathematics,1869-2680,1869-2672,73,2010.0,2015.0,6,0.0
40572,Current Environmental Health Reports,2196-5412,,73,2014.0,2015.0,2,0.0
40629,Allergo Journal International,2197-0378,,73,2014.0,2016.0,3,0.0
40815,International Journal of Fuzzy Systems,2199-3211,1562-2479,73,2015.0,2016.0,2,0.0
13162,AMS Review,1869-8182,1869-814X,72,2011.0,2015.0,5,0.0
13373,Bulletin of Mathematical Sciences,1664-3615,1664-3607,72,2011.0,2015.0,5,0.0
13563,Mineral Economics,2191-2211,2191-2203,72,2011.0,2015.0,5,0.0
40284,Evidence-Based Integrative Medicine,,1176-2330,72,2004.0,2005.0,2,0.0
40304,Communications in Mathematics and Statistics,2194-671X,2194-6701,72,2013.0,2015.0,3,0.0
12146,International Commerce Review,1864-5747,1864-5739,71,2007.0,2011.0,5,0.0
13230,Paladyn,2081-4836,2080-9778,71,2010.0,2012.0,3,0.0
40175,IZA Journal of Labor & Development,2193-9020,,71,2012.0,2016.0,5,0.0
13688,EPJ Data Science,2193-1127,,70,2012.0,2016.0,5,0.0
15035,Onkopipeline,1866-587X,1866-5861,70,2008.0,2010.0,3,0.0
40496,Current Oral Health Reports,2196-3002,,70,2014.0,2015.0,2,0.0
10069,Visual Geosciences,1610-2924,1863-4613,69,1998.0,2008.0,10,1.0
40501,Current Treatment Options in Psychiatry,2196-3061,,69,2014.0,2016.0,3,0.0
40556,Journal of Fetal Medicine,2348-8859,2348-1153,69,2014.0,2015.0,2,0.0
40571,Computational Particle Mechanics,2196-4386,2196-4378,69,2014.0,2016.0,3,0.0
40621,Injury Epidemiology,2197-1714,,69,2014.0,2016.0,3,0.0
10970,The Journal of Sustainable Product Design,1573-1588,1367-6679,68,2001.0,2004.0,4,0.0
40275,PharmacoEconomics German Research Articles,1868-677X,1612-3727,68,2003.0,2013.0,11,0.0
40505,Economic Theory Bulletin,2196-1093,2196-1085,68,2013.0,2015.0,3,0.0
40508,Sustainable Chemical Processes,2043-7129,,68,2013.0,2016.0,4,0.0
40879,European Journal of Mathematics,2199-6768,2199-675X,68,2015.0,2016.0,2,0.0
12087,Journal of business market management,1864-0761,1864-0753,67,2007.0,2010.0,4,0.0
40012,CSI Transactions on ICT,2277-9086,2277-9078,67,2013.0,2015.0,3,0.0
40152,Maritime Studies,2212-9790,,67,2012.0,2016.0,5,0.0
40601,GSTF Journal on Computing (JoC),2010-2283,,67,2013.0,2015.0,3,0.0
40243,Materials for Renewable and Sustainable Energy,2194-1467,2194-1459,66,2012.0,2016.0,5,0.0
40474,Current Developmental Disorders Reports,2196-2987,,66,2014.0,2015.0,2,0.0
40475,Current Tropical Medicine Reports,2196-3045,,66,2014.0,2016.0,3,0.0
40521,Current Treatment Options in Allergy,2196-3053,,66,2014.0,2015.0,2,0.0
777,ARI - An International Journal for Physical and Engineering Sciences,1434-565X,1434-5641,65,1997.0,1999.0,3,0.0
10297,Journal of Optical and Fiber Communications Reports,1619-8638,1867-3007,65,2004.0,2010.0,7,0.0
12537,Trabajos de Investigacion Operativa,1863-8279,0213-8204,65,1986.0,1992.0,7,0.0
13093,Iconographia mycologica,,0073-4411,65,1959.0,1984.0,26,0.0
40489,Review Journal of Autism and Developmental Disorders,2195-7185,2195-7177,65,2014.0,2016.0,3,0.0
40858,Tropical Plant Pathology,1983-2052,,65,2015.0,2016.0,2,0.0
10718,Global Change and Human Health,1573-7314,1389-5702,63,2000.0,2002.0,3,0.0
11216,Speculations in Science and Technology,1573-9309,0155-7785,63,1997.0,1998.0,2,0.0
12626,The Review of Socionetwork Strategies,1867-3236,,63,2007.0,2015.0,9,0.0
13676,EURO Journal on Transportation and Logistics,2192-4384,2192-4376,63,2012.0,2015.0,4,0.0
13731,Journal of Innovation and Entrepreneurship,2192-5372,,63,2012.0,2016.0,5,0.0
40563,Applied Adhesion Science,2196-4351,,63,2013.0,2016.0,4,0.0
40663,Forest Ecosystems,2197-5620,,63,2014.0,2016.0,3,0.0
11287,Journal of Advancement in Medicine,1573-9767,0894-5888,62,1997.0,1999.0,3,0.0
13392,Review Journal of Chemistry,2079-9799,2079-9780,62,2011.0,2016.0,6,0.0
40163,Crime Science,2193-7680,,62,2012.0,2016.0,5,0.0
40506,Current Treatment Options in Infectious Diseases,1534-6250,,62,2014.0,2015.0,2,0.0
40553,Metallurgical and Materials Transactions E,2196-2944,2196-2936,62,2014.0,2015.0,2,0.0
12615,Securitas Vialis,1989-1679,1888-9697,61,2008.0,2012.0,5,0.0
40547,Customer Needs and Solutions,2196-2928,2196-291X,61,2014.0,2016.0,3,0.0
731,ProMed komplementär,1613-7582,1866-5756,60,2009.0,2010.0,2,0.0
11619,Zeitschrift für Parlamentsfragen,1862-2534,0340-1758,60,2006.0,2006.0,1,0.0
13388,Security Informatics,2190-8532,,60,2012.0,2016.0,5,0.0
40590,Boletín de la Sociedad Matemática Mexicana,2296-4495,1405-213X,60,2014.0,2015.0,2,0.0
40821,Eurasian Business Review,2147-4281,1309-4297,60,2011.0,2015.0,5,0.0
40632,Journal of Engineering Research,2307-1885,2307-1877,59,2014.0,2015.0,2,0.0
12366,Bulletin on General Relativity and Gravitation,1662-5390,,58,1962.0,1969.0,8,0.0
12689,China-EU Law Journal,1868-5161,1868-5153,58,2011.0,2015.0,4,1.0
40471,Current Epidemiology Reports,2196-2995,,58,2014.0,2015.0,2,0.0
40484,Quantitative Biology,2095-4697,2095-4689,58,2013.0,2015.0,3,0.0
40822,Eurasian Economic Review,2147-429X,1309-422X,58,2011.0,2015.0,5,0.0
12645,Cancer Nanotechnology,1868-6966,1868-6958,57,2010.0,2016.0,7,0.0
40100,Agricultural and Food Economics,2193-7532,,57,2013.0,2016.0,4,0.0
40681,BioMedicine,2211-8039,,57,2014.0,2016.0,3,0.0
40473,Current Behavioral Neuroscience Reports,2196-2979,,56,2014.0,2015.0,2,0.0
40072,Stochastic Partial Differential Equations: Analysis and Computations,2194-041X,2194-0401,55,2013.0,2015.0,3,0.0
40269,Giornale Italiano di Health Technology Assessment,2035-6129,2035-3510,55,2008.0,2013.0,6,0.0
40357,ATZagenda,2194-9182,2194-9174,55,2012.0,2013.0,2,0.0
40691,Fashion and Textiles,2198-0802,,55,2014.0,2016.0,3,0.0
40730,Biomedical Research and Therapy,2198-4093,,55,2014.0,2015.0,2,0.0
40870,Journal of Dynamic Behavior of Materials,2199-7454,2199-7446,55,2015.0,2016.0,2,0.0
13740,Journal on Data Semantics,1861-2040,1861-2032,54,2012.0,2016.0,5,0.0
40580,Nano Convergence,2196-5404,,54,2014.0,2016.0,3,0.0
10097,Journal of the European Mathematical Society,1435-9863,1435-9855,53,1999.0,2003.0,5,0.0
12573,Journal of Biorheology,1867-0474,1867-0466,53,2009.0,2013.0,4,1.0
40119,Cardiology and Therapy,2193-6544,2193-8261,53,2012.0,2015.0,4,0.0
40595,Vietnam Journal of Computer Science,2196-8896,2196-8888,53,2014.0,2016.0,3,0.0
40712,International Journal of Mechanical and Materials Engineering,2198-2791,1823-0334,53,2014.0,2015.0,2,0.0
40902,Maxillofacial Plastic and Reconstructive Surgery,2288-8586,,53,2015.0,2016.0,2,0.0
40509,Quantum Studies: Mathematics and Foundations,2196-5617,2196-5609,52,2014.0,2015.0,2,0.0
40878,Comparative Migration Studies,2214-594X,2214-8590,52,2013.0,2016.0,4,0.0
10779,Integrated Assessment,1573-1545,1389-5176,51,2000.0,2001.0,2,0.0
12465,Mondhygienisten vademecum,1876-5947,1571-053X,51,2011.0,2014.0,4,0.0
12927,Journal of Service Science Research,2092-5204,2093-0720,51,2009.0,2014.0,6,0.0
40323,Advanced Modeling and Simulation in Engineering Sciences,2213-7467,,51,2014.0,2016.0,3,0.0
40467,Journal of Uncertainty Analysis and Applications,2195-5468,,51,2013.0,2016.0,4,0.0
40692,Journal of Computers in Education,2197-9995,2197-9987,51,2014.0,2016.0,3,0.0
40745,Annals of Data Science,2198-5812,2198-5804,51,2014.0,2015.0,2,0.0
898,Experimental Biology Online,1430-3418,1435-3237,50,1996.0,2001.0,6,0.0
40538,Chemical and Biological Technologies in Agriculture,2196-5641,,50,2014.0,2016.0,3,0.0
11189,Spatial Cognition and Computation,1573-9252,1387-5868,49,1999.0,2000.0,2,0.0
12391,Current Psychological Reviews,,0144-3895,49,1981.0,1982.0,2,0.0
13520,Asian Journal of Business Ethics,2210-6731,2210-6723,49,2012.0,2015.0,4,0.0
13617,Journal of Applied Volcanology,2191-5040,,49,2012.0,2016.0,5,0.0
40070,EURO Journal on Decision Processes,2193-9446,2193-9438,49,2013.0,2015.0,3,0.0
40497,Journal of Global Entrepreneurship Research,2251-7316,2228-7566,49,2014.0,2016.0,3,0.0
40517,Geothermal Energy,2195-9706,,49,2013.0,2016.0,4,0.0
40801,Drugs - Real World Outcomes,2198-9788,2199-1154,49,2014.0,2015.0,2,0.0
11519,Learning Inquiry,1558-2981,1558-2973,48,2007.0,2009.0,3,0.0
13547,Recherche Transports Sécurité,1951-6614,0761-8980,48,2011.0,2012.0,2,0.0
40008,Journal of Economic Structures,2193-2409,,48,2012.0,2016.0,5,0.0
40172,IZA Journal of Labor Economics,2193-8997,,48,2012.0,2016.0,5,0.0
40192,Integrating Materials and Manufacturing Innovation,2193-9772,2193-9764,48,2012.0,2016.0,5,0.0
40693,Revista Chilena de Historia Natural,0717-6317,,48,2014.0,2015.0,2,0.0
10467,Acta Juridica Hungarica,1588-2616,1216-2574,47,1999.0,2001.0,3,0.0
40504,"Life Sciences, Society and Policy",2195-7819,,47,2013.0,2016.0,4,0.0
40574,Bollettino dell'Unione Matematica Italiana,2198-2759,1972-6724,47,2014.0,2016.0,3,0.0
40707,GSTF Journal of Engineering Technology (JET),2251-371X,,47,2013.0,2015.0,3,0.0
10022,Environmental Engineering and Policy,1434-0852,1433-6618,46,1998.0,2001.0,3,1.0
11853,Functional Analysis and Other Mathematics,1863-7914,1991-0061,46,2006.0,2011.0,5,1.0
40495,Current Pharmacology Reports,2198-641X,,46,2015.0,2016.0,2,0.0
40626,Theoretical and Experimental Plant Physiology,2197-0025,,46,2014.0,2015.0,2,0.0
11193,Space Debris,1572-9664,1388-3828,45,1999.0,2000.0,2,0.0
40327,Visualization in Engineering,2213-7459,,45,2013.0,2016.0,4,0.0
40616,The Analysis of Verbal Behavior,2196-8926,0889-9401,45,2014.0,2015.0,2,0.0
40830,Shape Memory and Superelasticity,2199-3858,2199-384X,45,2015.0,2015.0,1,0.0
10011,Algebra Colloquium,0219-1733,1005-3867,44,2000.0,2003.0,2,2.0
13243,Journal of Remanufacturing,2210-4690,,44,2011.0,2016.0,6,0.0
40570,China Accounting and Finance Review,2307-3055,,44,2013.0,2015.0,3,0.0
40634,Journal of Experimental Orthopaedics,2197-1153,,44,2014.0,2016.0,3,0.0
12356,Annals of Solid and Structural Mechanics,1867-6944,1867-6936,43,2010.0,2015.0,6,0.0
35714,CallCenter INTERNATIONAL,,1865-9381,43,2008.0,2009.0,2,0.0
40648,ROBOMECH Journal,2197-4225,,43,2014.0,2016.0,3,0.0
40798,Sports Medicine - Open,2198-9761,2199-1170,43,2015.0,2016.0,2,0.0
40891,International Journal of Geosynthetics and Ground Engineering,2199-9279,2199-9260,43,2015.0,2016.0,2,0.0
40955,Zeitschrift für Weiterbildungsforschung - Report,2364-0022,2364-0014,43,2015.0,2015.0,1,0.0
13228,Food Digestion,1869-1986,1869-1978,42,2010.0,2015.0,6,0.0
13612,Psychology of Well-Being,2211-1522,,42,2011.0,2016.0,6,0.0
13675,EURO Journal on Computational Optimization,2192-4414,2192-4406,42,2013.0,2015.0,3,0.0
40204,Progress in Biomaterials,2194-0517,2194-0509,42,2012.0,2015.0,4,0.0
40614,The Behavior Analyst,2196-8918,0738-6729,42,2014.0,2015.0,2,0.0
40706,GSTF Journal on Business Review (GBR),2251-2888,,42,2013.0,2015.0,3,0.0
40737,Journal of Psychosocial Rehabilitation and Mental Health,2198-963X,2198-9834,42,2014.0,2015.0,2,0.0
10351,Aggiornamenti CIO,1970-6847,1970-6839,41,2011.0,2013.0,3,0.0
10925,"Journal of Gender, Culture and Health",1573-367X,1087-3201,41,1998.0,1999.0,2,0.0
10966,Journal of Real Estate Literature,1573-8809,0927-7544,41,1997.0,1999.0,3,0.0
13635,EURASIP Journal on Information Security,1687-417X,,41,2011.0,2016.0,6,0.0
40122,Pain and Therapy,2193-651X,2193-8237,41,2012.0,2015.0,4,0.0
40123,Ophthalmology and Therapy,2193-6528,2193-8245,41,2012.0,2015.0,4,0.0
40320,Journal of Global Policy and Governance,2194-7759,2194-7740,41,2012.0,2013.0,2,0.0
40819,International Journal of Applied and Computational Mathematics,2199-5796,2349-5103,41,2015.0,2015.0,1,0.0
13116,Diabetologia Notes de lecture,2102-6246,2100-0719,40,2009.0,2010.0,2,0.0
40518,Current Sustainable/Renewable Energy Reports,2196-3010,,40,2014.0,2015.0,2,0.0
40609,Global Social Welfare,2196-8799,,40,2014.0,2016.0,3,0.0
40687,Research in the Mathematical Sciences,2197-9847,,40,2014.0,2015.0,2,0.0
40722,Journal of Ocean Engineering and Marine Energy,2198-6452,2198-6444,40,2015.0,2016.0,2,0.0
12523,Zeitschrift für Bevölkerungswissenschaft,,0340-2398,39,2008.0,2009.0,2,0.0
40203,In Silico Pharmacology,2193-9616,,39,2013.0,2016.0,4,0.0
40507,EPJ Quantum Technology,2196-0763,,39,2014.0,2016.0,3,0.0
40488,Journal of Statistical Distributions and Applications,2195-5832,,38,2014.0,2016.0,3,0.0
40831,Journal of Sustainable Metallurgy,2199-3831,2199-3823,38,2015.0,2016.0,2,0.0
11611,Erziehungswissenschaft,1862-5231,0938-5363,37,2006.0,2006.0,1,0.0
13590,Zeitschrift für Europäisches Unternehmens- und Verbraucherrecht,2191-3420,2191-3412,37,2012.0,2012.0,1,0.0
40120,Neurology and Therapy,2193-6536,2193-8253,37,2012.0,2015.0,4,0.0
40316,Annales mathématiques du Québec,2195-4763,2195-4755,37,2013.0,2015.0,3,0.0
40405,Asian Journal of Gambling Issues and Public Health,2195-3007,,37,2010.0,2015.0,5,1.0
40537,Journal of Big Data,2196-1115,,37,2014.0,2016.0,3,0.0
40680,Türk Fizyoterapi ve Rehabilitasyon Dergisi/Turkish Journal of Physiotherapy and Rehabilitation,2148-0109,,37,2013.0,2015.0,3,0.0
40729,International Journal of Implant Dentistry,2198-4034,,37,2015.0,2017.0,2,1.0
40752,Glycosylation & Disease,,0969-3653,37,1994.0,1994.0,1,0.0
12171,Current GERD Reports,1934-9661,1934-967X,36,2007.0,2007.0,1,0.0
13322,Journal of Systems Chemistry,1759-2208,,36,2010.0,2015.0,6,0.0
40352,Health & Justice,2194-7899,,36,2013.0,2016.0,4,0.0
40558,Information Technology & Tourism,1943-4294,1098-3058,36,2014.0,2016.0,3,0.0
40806,Evolutionary Psychological Science,2198-9885,,36,2015.0,2016.0,2,0.0
40944,Indian Journal of Gynecologic Oncology,2363-8400,2363-8397,36,2015.0,2016.0,2,0.0
40362,Springer Science Reviews,2213-7793,2213-7793,35,2013.0,2015.0,3,0.0
40562,Geoscience Letters,2196-4092,,35,2014.0,2016.0,3,0.0
40743,GSTF Journal of Nursing and Health Care (JNHC),2345-7198,,35,2015.0,2015.0,1,0.0
40746,Current Treatment Options in Pediatrics,2198-6088,,35,2015.0,2015.0,1,0.0
40961,Journal of Indian Council of Philosophical Research,2363-9962,0970-7794,35,2015.0,2015.0,1,0.0
13616,Multilingual Education,2191-5059,,34,2011.0,2016.0,6,0.0
40594,International Journal of STEM Education,2196-7822,,34,2014.0,2015.0,2,0.0
40598,Arnold Mathematical Journal,2199-6806,2199-6792,34,2015.0,2016.0,2,0.0
40690,Journal of Aeronautics and Space Technologies (Havacilik ve Uzay Teknolojileri Dergisi),2148-1059,,34,2014.0,2015.0,2,0.0
40735,Journal of Bio- and Tribo-Corrosion,2198-4239,2198-4220,34,2015.0,2016.0,2,0.0
41105,Sleep and Biological Rhythms,1479-8425,1446-9235,34,2016.0,2016.0,1,0.0
12566,Bioanalytical Reviews,1867-2094,1867-2086,33,2009.0,2012.0,4,0.0
13362,Journal of Mathematics in Industry,2190-5983,,33,2011.0,2016.0,6,0.0
40573,Zeitschrift für Didaktik der Naturwissenschaften,2197-988X,0949-1147,33,2014.0,2015.0,2,0.0
40677,Geoenvironmental Disasters,2197-8670,,33,2014.0,2015.0,2,0.0
40899,Sustainable Water Resources Management,2363-5045,2363-5037,33,2015.0,2015.0,1,0.0
40993,Research in Number Theory,2363-9555,,33,2015.0,2016.0,2,0.0
40167,Culture and Brain,2193-8660,2193-8652,32,2013.0,2015.0,3,0.0
40719,Current Trauma Reports,2198-6096,,32,2015.0,2015.0,1,0.0
40750,Adaptive Human Behavior and Physiology,2198-7335,,32,2015.0,2016.0,2,0.0
40857,Acoustics Australia,1839-2571,0814-6039,32,2015.0,2015.0,1,0.0
40980,Spatial Demography,2164-7070,2364-2289,32,2013.0,2015.0,3,0.0
40196,Global Business Perspectives,2194-007X,2194-0061,31,2013.0,2013.0,1,0.0
40539,Journal of Solid State Lighting,2196-1107,,31,2014.0,2015.0,2,0.0
40604,Triple Helix,2197-1927,,31,2014.0,2016.0,3,0.0
40675,Current Sleep Medicine Reports,2198-6401,,31,2015.0,2015.0,1,0.0
41095,Computational Visual Media,2096-0662,2096-0433,31,2015.0,2015.0,1,0.0
40294,Complex Adaptive Systems Modeling,2194-3206,,30,2013.0,2016.0,4,0.0
40410,"City, Territory and Architecture",2195-2701,,30,2014.0,2016.0,3,0.0
40461,Empirical Research in Vocational Education and Training,1877-6345,,30,2013.0,2016.0,4,0.0
40674,Current Treatment Options in Rheumatology,2198-6002,,30,2015.0,2015.0,1,0.0
40825,Emission Control Science and Technology,2199-3637,2199-3629,30,2015.0,2016.0,2,0.0
40903,Intelligent Industrial Systems,2199-854X,2363-6912,30,2015.0,2015.0,1,0.0
40247,Translational Respiratory Medicine,2213-0802,,29,2013.0,2015.0,3,0.0
40451,Pharmaceutical Development and Regulation,,1175-9046,29,2003.0,2003.0,1,0.0
40602,ASEAN Heart Journal,2315-4551,,29,2013.0,2016.0,4,0.0
40638,Robotics and Biomimetics,2197-3768,,29,2014.0,2015.0,2,0.0
40841,New Zealand Journal of Educational Studies,2199-4714,0028-8276,29,2015.0,2015.0,1,0.0
41039,Research and Practice in Technology Enhanced Learning,1793-7078,,29,2015.0,2016.0,2,0.0
152,PerinatalMedizin,1432-2005,0936-7160,28,1997.0,1997.0,1,0.0
13119,Networking Science,2076-0329,2076-0310,28,2012.0,2013.0,2,0.0
40322,Earth Perspectives,2194-6434,,28,2014.0,2015.0,2,0.0
40503,Latin American Economic Review,2196-436X,2198-3526,28,2014.0,2015.0,2,0.0
40636,International Communication of Chinese Culture,2197-4241,2197-4233,28,2014.0,2015.0,2,0.0
40641,Current Climate Change Reports,2198-6061,,28,2015.0,2015.0,1,0.0
40852,"Journal of Open Innovation: Technology, Market, and Complexity",2199-8531,,28,2015.0,2016.0,2,0.0
40981,JA Clinical Reports,2363-9024,,28,2015.0,2016.0,2,0.0
12659,Hungarica Acta Physica,,0367-6382,27,1947.0,1947.0,1,0.0
40411,Journal of Software Engineering Research and Development,2195-1721,,27,2013.0,2015.0,3,0.0
